date,Times of Day,pressure_state,pressure_Sea,Precipitation_amount,temperature,Dew point temperature,pressure_Vapor,Humidity,wind_speed,Wind_direction,Daylight_hours,solar radiation_amount,snowfall,Snow_cover
2016/12/12,20,1023.1,1026.1,0,8.5,-1.6,5.4,49,0.8,0,0,0,0,0
2016/12/12,21,1023,1026,0,9,-1.4,5.5,48,1.5,0,0,0,0,0
2016/12/12,22,1022.8,1025.8,0,8.3,-1,5.7,52,1.4,0,0,0,0,0
2016/12/12,23,1021.9,1024.9,0,7.8,-1.2,5.6,53,1.9,0,0,0,0,0
2016/12/12,24,1021.5,1024.5,0,6.8,-1.8,5.3,54,2.1,0,0,0,0,0
2016/12/13,1,1021.3,1024.3,0,6.1,-2.7,5,53,2.6,0,0,0,0,0
2016/12/13,2,1020.7,1023.7,0,5.9,-2.4,5.1,55,2.1,0,0,0,0,0
2016/12/13,3,1020,1023,0,5.6,-2.2,5.2,57,2,0,0,0,0,0
2016/12/13,4,1019.5,1022.5,0,5.2,-2.4,5.1,58,1.6,0,0,0,0,0
2016/12/13,5,1018.9,1021.9,0,5.7,-2.4,5.1,56,1.2,0,0,0,0,0
2016/12/13,6,1018.9,1021.9,0,4.6,-2.9,4.9,58,2.2,0,0,0,0,0
2016/12/13,7,1018.4,1021.4,0,3.8,-2.6,5.1,63,0.8,0,0,0.01,0,0
2016/12/13,8,1018.6,1021.6,0,5.3,-1.8,5.3,60,1.3,0,0.1,0.17,0,0
2016/12/13,9,1018.4,1021.4,0,9.1,-1.9,5.3,46,0.7,0,0.8,0.62,0,0
2016/12/13,10,1017.2,1020.2,0,10.1,-0.1,6.1,49,0.7,0,0.2,0.65,0,0
2016/12/13,11,1015.9,1018.8,0,11.7,3,7.6,55,1.4,0,0.1,0.83,0,0
2016/12/13,12,1014,1016.9,0,13.2,5.1,8.8,58,2.5,0,0.8,1.29,0,0
2016/12/13,13,1012.9,1015.8,0,14.1,7.2,10.1,63,3.1,0,0.5,1.08,0,0
2016/12/13,14,1011.7,1014.6,0,15.2,8.7,11.2,65,3,0,0,0.61,0,0
2016/12/13,15,1010.9,1013.8,0,14.8,9,11.4,68,1.8,0,0,0.21,0,0
2016/12/13,16,1010.3,1013.2,0,14.1,9.1,11.6,72,1.8,0,0,0.09,0,0
2016/12/13,17,1010.4,1013.3,0,12.6,4.6,8.5,58,2.3,0,0,0.01,0,0
2016/12/13,18,1009.7,1012.6,0,11.9,4.4,8.4,60,1.1,0,0,0,0,0
2016/12/13,19,1008.8,1011.7,0,11.7,4.9,8.7,63,1.1,0,0,0,0,0
2016/12/13,20,1007.6,1010.5,0,11.3,5,8.7,65,1.9,0,0,0,0,0
2016/12/13,21,1007.7,1010.6,0,10.5,6.5,9.6,76,2.7,0,0,0,0,0
2016/12/13,22,1006.6,1009.5,0.5,8.7,7.3,10.2,91,1.6,0,0,0,0,0
2016/12/13,23,1005.1,1008,1,8,7.4,10.3,96,1.4,0,0,0,0,0
2016/12/13,24,1002.8,1005.7,1.5,7.4,7,10,97,1.6,0,0,0,0,0
2016/12/14,1,1002,1004.9,5.5,7.6,7.3,10.2,98,3.9,0,0,0,0,0
2016/12/14,2,999,1001.9,5.5,7.7,7.6,10.4,99,3.6,0,0,0,0,0
2016/12/14,3,998.7,1001.6,11.5,8,8,10.7,100,5.1,0,0,0,0,0
2016/12/14,4,997.7,1000.6,9,8.2,8.2,10.9,100,4.6,0,0,0,0,0
2016/12/14,5,998,1000.9,3,8.3,8.2,10.8,99,6,0,0,0,0,0
2016/12/14,6,997.3,1000.2,1,8.1,7.7,10.5,97,3.8,0,0,0,0,0
2016/12/14,7,998,1000.9,0.5,7.5,6.1,9.4,91,3.1,0,0,0,0,0
2016/12/14,8,998.5,1001.4,0,7.8,4.9,8.7,82,3.8,0,0,0.06,0,0
2016/12/14,9,999.5,1002.4,0,7.2,5.2,8.8,87,4.5,0,0,0.18,0,0
2016/12/14,10,998.9,1001.8,1,7.5,5.7,9.1,88,4.5,0,0,0.38,0,0
2016/12/14,11,998.5,1001.4,0,7.8,5.3,8.9,84,3.4,0,0,0.23,0,0
2016/12/14,12,997.8,1000.7,0,8.7,5.3,8.9,79,3.1,0,0,0.53,0,0
2016/12/14,13,997.9,1000.8,0,9.2,6.1,9.4,81,1.6,0,0,0.42,0,0
2016/12/14,14,998.5,1001.4,0,10.2,4.6,8.5,68,2.4,0,0,0.63,0,0
2016/12/14,15,999.5,1002.4,0,10.1,6.1,9.4,76,1.2,0,0.2,0.46,0,0
2016/12/14,16,1000.4,1003.3,0,10.3,1.2,6.6,53,3.7,0,0.1,0.2,0,0
2016/12/14,17,1001.4,1004.3,0,8.9,1.1,6.6,58,2.5,0,0,0.02,0,0
2016/12/14,18,1002.1,1005,0,9,-0.3,6,52,2.9,0,0,0,0,0
2016/12/14,19,1002.7,1005.6,0,8.8,-1.3,5.5,49,2.1,0,0,0,0,0
2016/12/14,20,1003.3,1006.2,0,7.5,-0.4,5.9,57,2.9,0,0,0,0,0
2016/12/14,21,1004.3,1007.3,0,7.1,-0.8,5.8,57,2.1,0,0,0,0,0
2016/12/14,22,1005,1008,0,6.6,-2,5.3,54,3.7,0,0,0,0,0
2016/12/14,23,1005.5,1008.5,0,6.2,-3.4,4.7,50,3.4,0,0,0,0,0
2016/12/14,24,1005.6,1008.6,0,5.7,-5.3,4.1,45,3.3,0,0,0,0,0
2016/12/15,1,1006.3,1009.3,0,5.5,-5.8,4,44,4.8,0,0,0,0,0
2016/12/15,2,1007.2,1010.2,0,5.4,-5.3,4.1,46,3.8,0,0,0,0,0
2016/12/15,3,1007.4,1010.4,0,5.2,-6.3,3.8,43,2.8,0,0,0,0,0
2016/12/15,4,1007.7,1010.7,0,4.7,-6.2,3.8,45,3.6,0,0,0,0,0
2016/12/15,5,1008.2,1011.2,0,4.9,-6.3,3.8,44,4.4,0,0,0,0,0
2016/12/15,6,1009,1012,0,4.4,-6.5,3.8,45,2.5,0,0,0,0,0
2016/12/15,7,1009.5,1012.5,0,3.9,-5.8,4,49,2.7,0,0,0.01,0,0
2016/12/15,8,1010,1013,0,5.6,-6.9,3.6,40,3.4,0,0.5,0.3,0,0
2016/12/15,9,1010.6,1013.6,0,5.9,-6.3,3.8,41,5,0,0.8,0.82,0,0
2016/12/15,10,1010.6,1013.6,0,7.2,-6.2,3.9,38,3.5,0,0.9,1.49,0,0
2016/12/15,11,1010,1013,0,8.5,-7.2,3.6,32,6.1,0,0.9,1.82,0,0
2016/12/15,12,1009.2,1012.2,0,8.7,-7.1,3.6,32,4,0,0.6,1.52,0,0
2016/12/15,13,1008.8,1011.7,0,9.4,-7.3,3.5,30,4,0,1,1.9,0,0
2016/12/15,14,1009.2,1012.1,0,9.1,-6.7,3.7,32,4.1,0,1,1.57,0,0
2016/12/15,15,1009.4,1012.3,0,9,-6.8,3.7,32,3,0,1,1.07,0,0
2016/12/15,16,1010,1013,0,8.8,-7,3.6,32,2.7,0,0.2,0.26,0,0
2016/12/15,17,1010.4,1013.4,0,7.3,-6.4,3.8,37,2.3,0,0,0.02,0,0
2016/12/15,18,1011,1014,0,6.9,-6.4,3.8,38,1.6,0,0,0,0,0
2016/12/15,19,1011.3,1014.3,0,5.7,-6.5,3.8,41,2.2,0,0,0,0,0
2016/12/15,20,1011.2,1014.2,0,5.4,-6.2,3.9,43,1.3,0,0,0,0,0
2016/12/15,21,1010.8,1013.8,0,5.1,-7.1,3.6,41,2.8,0,0,0,0,0
2016/12/15,22,1010.7,1013.7,0,4,-5.7,4,49,2.6,0,0,0,0,0
2016/12/15,23,1010,1013,0,4.4,-5.6,4,48,1.8,0,0,0,0,0
2016/12/15,24,1009.2,1012.2,0,3.3,-5.1,4.2,54,2,0,0,0,0,0
2016/12/16,1,1008.8,1011.8,0,2.9,-4.5,4.4,58,2,0,0,0,0,0
2016/12/16,2,1008.6,1011.6,0,1.8,-3.9,4.6,66,0.9,0,0,0,0,0
2016/12/16,3,1007.8,1010.8,0,2.7,-4.3,4.5,60,2.8,0,0,0,0,0
2016/12/16,4,1007.6,1010.6,0,2.4,-3.9,4.6,63,1.8,0,0,0,0,0
2016/12/16,5,1007.7,1010.7,0,3,-4.4,4.4,58,2.5,0,0,0,0,0
2016/12/16,6,1008.1,1011.1,0,2.6,-4.6,4.3,59,3.1,0,0,0,0,0
2016/12/16,7,1008.5,1011.5,0,2.1,-4.6,4.3,61,2.4,0,0,0,0,0
2016/12/16,8,1008.9,1011.9,0,2.5,-4.2,4.5,61,2.5,0,0.4,0.21,0,0
2016/12/16,9,1009.3,1012.3,0,4.1,-4.6,4.3,53,3.7,0,1,0.93,0,0
2016/12/16,10,1009.1,1012.1,0,6.2,-4.3,4.5,47,3.7,0,1,1.44,0,0
2016/12/16,11,1008.2,1011.2,0,8.5,-4,4.6,41,4.7,0,1,1.81,0,0
2016/12/16,12,1007.2,1010.1,0,9,-6,3.9,34,5.7,0,1,1.97,0,0
2016/12/16,13,1007.2,1010.1,0,9.3,-5.7,4,34,5.7,0,1,1.88,0,0
2016/12/16,14,1007.4,1010.3,0,9,-5.6,4,35,5.5,0,1,1.58,0,0
2016/12/16,15,1008.3,1011.3,0,8,-6.1,3.9,36,4.3,0,1,1.09,0,0
2016/12/16,16,1009.5,1012.5,0,6.5,-7.9,3.4,35,4.8,0,1,0.49,0,0
2016/12/16,17,1010.8,1013.8,0,5.5,-9.5,3,33,5.2,0,0.2,0.04,0,0
2016/12/16,18,1011.9,1014.9,0,5.1,-9.8,2.9,33,4.5,0,0,0,0,0
2016/12/16,19,1012.4,1015.4,0,4.9,-10,2.9,33,3.6,0,0,0,0,0
2016/12/16,20,1012.8,1015.8,0,4.9,-9.6,2.9,34,5.1,0,0,0,0,0
2016/12/16,21,1014,1017,0,4.3,-9.1,3.1,37,3,0,0,0,0,0
2016/12/16,22,1014.5,1017.5,0,4.3,-9.4,3,36,3.2,0,0,0,0,0
2016/12/16,23,1014.9,1017.9,0,2.6,-8.7,3.2,43,2.8,0,0,0,0,0
2016/12/16,24,1015.1,1018.1,0,2.6,-8.4,3.2,44,3.6,0,0,0,0,0
2016/12/17,1,1015,1018.1,0,1.2,-7.8,3.4,51,1.7,0,0,0,0,0
2016/12/17,2,1015.6,1018.7,0,1.4,-7.1,3.6,53,1.8,0,0,0,0,0
2016/12/17,3,1015.5,1018.6,0,0.6,-8.1,3.3,52,1.4,0,0,0,0,0
2016/12/17,4,1015.7,1018.8,0,0.5,-7.7,3.4,54,0.9,0,0,0,0,0
2016/12/17,5,1015.8,1018.9,0,0.7,-6.6,3.7,58,2.3,0,0,0,0,0
2016/12/17,6,1016.3,1019.4,0,0.6,-6.5,3.8,59,1.3,0,0,0,0,0
2016/12/17,7,1016.5,1019.6,0,1.3,-7.7,3.4,51,2.8,0,0,0.01,0,0
2016/12/17,8,1016.4,1019.4,0,5.3,-4.8,4.3,48,1.7,0,0.7,0.31,0,0
2016/12/17,9,1017,1020,0,8.9,-2.4,5.1,45,2.7,0,1,0.94,0,0
2016/12/17,10,1017.2,1020.2,0,10.1,-1,5.7,46,2.9,0,1,1.46,0,0
2016/12/17,11,1016.4,1019.3,0,11.2,-1.9,5.3,40,1.6,0,1,1.81,0,0
2016/12/17,12,1015.6,1018.5,0,11.5,-4.6,4.3,32,1,0,1,1.93,0,0
2016/12/17,13,1015.3,1018.2,0,12.3,-4.8,4.3,30,0.7,0,1,1.81,0,0
2016/12/17,14,1015.8,1018.7,0,12.4,-1.2,5.6,39,2,0,1,1.49,0,0
2016/12/17,15,1016.7,1019.6,0,11.7,-0.8,5.8,42,3.3,0,1,0.99,0,0
2016/12/17,16,1017.7,1020.7,0,10.1,-0.1,6.1,49,2.5,0,1,0.43,0,0
2016/12/17,17,1018.8,1021.8,0,8.1,-0.4,5.9,55,1.7,0,0.3,0.04,0,0
2016/12/17,18,1020,1023,0,8.1,-0.4,5.9,55,1.3,0,0,0,0,0
2016/12/17,19,1020.7,1023.7,0,9.6,-1.4,5.5,46,2.7,0,0,0,0,0
2016/12/17,20,1021.3,1024.3,0,9.2,-1.8,5.4,46,2.3,0,0,0,0,0
2016/12/17,21,1022.1,1025.1,0,8.4,-1.4,5.5,50,2.9,0,0,0,0,0
2016/12/17,22,1022.5,1025.5,0,5.9,-1.3,5.6,60,1.4,0,0,0,0,0
2016/12/17,23,1023.1,1026.1,0,6.4,-1.5,5.5,57,2.4,0,0,0,0,0
2016/12/17,24,1023.3,1026.3,0,5.9,-1.5,5.5,59,2.8,0,0,0,0,0
2016/12/18,1,1023.6,1026.6,0,5.1,-1.6,5.4,62,1.8,0,0,0,0,0
2016/12/18,2,1024.4,1027.4,0,4.1,-1.5,5.5,67,1.8,0,0,0,0,0
2016/12/18,3,1024.4,1027.4,0,4.1,-1.3,5.6,68,1.9,0,0,0,0,0
2016/12/18,4,1024.3,1027.3,0,4.5,-2.1,5.2,62,2.4,0,0,0,0,0
2016/12/18,5,1024.8,1027.8,0,4.8,-1.9,5.3,62,2.4,0,0,0,0,0
2016/12/18,6,1025.2,1028.2,0,4.7,-2.4,5.1,60,2.7,0,0,0,0,0
2016/12/18,7,1025.7,1028.8,0,3.6,-1.3,5.5,70,0.7,0,0,0.01,0,0
2016/12/18,8,1026,1029,0,6.3,-0.4,5.9,62,0.3,0,0.7,0.33,0,0
2016/12/18,9,1026,1029,0,9.4,-1,5.7,48,1.4,0,1,0.9,0,0
2016/12/18,10,1025.5,1028.5,0,11.3,-1.5,5.5,41,0.8,0,1,1.41,0,0
2016/12/18,11,1024.5,1027.5,0,12.1,-1.1,5.6,40,1,0,0.4,1.32,0,0
2016/12/18,12,1023.3,1026.2,0,13.4,-1.4,5.5,36,1.1,0,0.7,1.54,0,0
2016/12/18,13,1022.1,1025,0,14.2,1.8,7,43,1.4,0,0.8,1.71,0,0
2016/12/18,14,1022.1,1025,0,14,3.8,8,50,1.5,0,0.9,1.4,0,0
2016/12/18,15,1022.2,1025.1,0,12.5,0.3,6.2,43,1.6,0,1,0.98,0,0
2016/12/18,16,1022,1025,0,10.7,1.8,6.9,54,0.8,0,1,0.41,0,0
2016/12/18,17,1021.9,1024.9,0,8.8,1.5,6.8,60,1.9,0,0.1,0.03,0,0
2016/12/18,18,1022.1,1025.1,0,8.7,2.3,7.2,64,1.7,0,0,0,0,0
2016/12/18,19,1022.5,1025.5,0,7.6,2.5,7.3,70,1.7,0,0,0,0,0
2016/12/18,20,1023.1,1026.1,0,7.8,3.5,7.8,74,1.1,0,0,0,0,0
2016/12/18,21,1022.9,1025.9,0,8.5,3.6,7.9,71,1.9,0,0,0,0,0
2016/12/18,22,1023.1,1026.1,0,7.6,2.7,7.4,71,1.5,0,0,0,0,0
2016/12/18,23,1023,1026,0,6.3,2.9,7.5,79,1.5,0,0,0,0,0
2016/12/18,24,1022.4,1025.4,0,6.3,2.9,7.5,79,1.5,0,0,0,0,0
2016/12/19,1,1022.3,1025.3,0,6.1,2.6,7.3,78,2.3,0,0,0,0,0
2016/12/19,2,1021.9,1024.9,0,6.3,2.8,7.4,78,1.2,0,0,0,0,0
2016/12/19,3,1022,1025,0,5,2.7,7.4,85,1.5,0,0,0,0,0
2016/12/19,4,1021.8,1024.8,0,5,2.7,7.4,85,1,0,0,0,0,0
2016/12/19,5,1022.1,1025.1,0,5.3,2.5,7.3,82,1.7,0,0,0,0,0
2016/12/19,6,1022.5,1025.5,0,5.1,1.9,7,80,0.7,0,0,0,0,0
2016/12/19,7,1023.1,1026.1,0,5.3,2.3,7.2,81,1.8,0,0,0,0,0
2016/12/19,8,1023.4,1026.4,0,7.7,2.8,7.5,71,0.5,0,0.6,0.31,0,0
2016/12/19,9,1024,1027,0,9.8,3.8,8,66,0.5,0,0.9,0.66,0,0
2016/12/19,10,1023.8,1026.7,0,12.7,2.8,7.5,51,0.8,0,1,1.2,0,0
2016/12/19,11,1023,1025.9,0,13.7,1.4,6.7,43,1.2,0,0.6,1.17,0,0
2016/12/19,12,1021.9,1024.8,0,14.8,1,6.6,39,2,0,1,1.75,0,0
2016/12/19,13,1021,1023.9,0,15.2,0.3,6.2,36,1.1,0,1,1.78,0,0
2016/12/19,14,1020.8,1023.7,0,15.3,0.7,6.4,37,1.8,0,1,1.44,0,0
2016/12/19,15,1020.7,1023.6,0,14.9,0.4,6.3,37,2.1,0,1,0.98,0,0
2016/12/19,16,1020.9,1023.8,0,13.4,0.1,6.1,40,1.6,0,1,0.43,0,0
2016/12/19,17,1020.9,1023.9,0,11.1,-0.1,6.1,46,1.7,0,0.2,0.04,0,0
2016/12/19,18,1021.3,1024.3,0,10.3,-1.1,5.6,45,1.2,0,0,0,0,0
2016/12/19,19,1021.7,1024.6,0,12.3,0.7,6.4,45,1.9,0,0,0,0,0
2016/12/19,20,1021.7,1024.7,0,11,1.5,6.8,52,1.7,0,0,0,0,0
2016/12/19,21,1021.7,1024.7,0,10.4,2.3,7.2,57,2.2,0,0,0,0,0
2016/12/19,22,1022,1025,0,10.4,2.5,7.3,58,1.9,0,0,0,0,0
2016/12/19,23,1021.8,1024.8,0,10.3,2.9,7.5,60,2.6,0,0,0,0,0
2016/12/19,24,1021.6,1024.6,0,9.4,3.2,7.7,65,1.8,0,0,0,0,0
2016/12/20,1,1021.7,1024.7,0,8.2,2.9,7.5,69,1.7,0,0,0,0,0
2016/12/20,2,1021.9,1024.9,0,8.3,2.3,7.2,66,1.6,0,0,0,0,0
2016/12/20,3,1021.9,1024.9,0,8.2,2.2,7.2,66,2,0,0,0,0,0
2016/12/20,4,1021.6,1024.6,0,7.8,1.4,6.8,64,1.9,0,0,0,0,0
2016/12/20,5,1021.6,1024.6,0,7.6,1.9,7,67,1.8,0,0,0,0,0
2016/12/20,6,1022.3,1025.3,0,7.7,1.8,6.9,66,1.9,0,0,0,0,0
2016/12/20,7,1022.5,1025.5,0,6.4,1.7,6.9,72,2,0,0,0,0,0
2016/12/20,8,1022.6,1025.6,0,8.2,2.2,7.2,66,1.5,0,0.4,0.24,0,0
2016/12/20,9,1023,1026,0,9.5,3,7.6,64,1.8,0,0.2,0.51,0,0
2016/12/20,10,1022.8,1025.8,0,10.2,2.8,7.5,60,1.4,0,0,0.53,0,0
2016/12/20,11,1022.1,1025.1,0,10.9,3.5,7.8,60,0.8,0,0,0.6,0,0
2016/12/20,12,1021.1,1024,0,12,2.7,7.4,53,0.7,0,0,0.98,0,0
2016/12/20,13,1020.3,1023.2,0,13.2,4.1,8.2,54,1,0,0,0.71,0,0
2016/12/20,14,1020.2,1023.1,0,14.3,5.1,8.8,54,2,0,0.8,1.28,0,0
2016/12/20,15,1020.5,1023.4,0,13.6,5.3,8.9,57,3,0,1,0.93,0,0
2016/12/20,16,1020.6,1023.6,0,11.6,5.9,9.3,68,2.1,0,1,0.4,0,0
2016/12/20,17,1021.3,1024.3,0,9.7,5.3,8.9,74,1.7,0,0.1,0.03,0,0
2016/12/20,18,1021.7,1024.7,0,9.8,4.6,8.5,70,0.4,0,0,0,0,0
2016/12/20,19,1022.6,1025.6,0,9.7,5.3,8.9,74,1.7,0,0,0,0,0
2016/12/20,20,1023.3,1026.3,0,9.8,4.2,8.2,68,1.5,0,0,0,0,0
2016/12/20,21,1023.9,1026.9,0,9.5,3.9,8.1,68,1,0,0,0,0,0
2016/12/20,22,1024,1027,0,8.8,4,8.2,72,0.5,0,0,0,0,0
2016/12/20,23,1023.9,1026.9,0,8.1,4.7,8.5,79,2.4,0,0,0,0,0
2016/12/20,24,1024.2,1027.2,0,7.9,4.9,8.6,81,1.5,0,0,0,0,0
2016/12/21,1,1025,1028,0,9.1,4.7,8.6,74,2.2,0,0,0,0,0
2016/12/21,2,1025.1,1028.1,0,7.1,4.6,8.5,84,1.8,0,0,0,0,0
2016/12/21,3,1025,1028,0,6.5,4.5,8.4,87,2,0,0,0,0,0
2016/12/21,4,1025.3,1028.3,0,6.3,4.1,8.2,86,1.5,0,0,0,0,0
2016/12/21,5,1025.6,1028.6,0,5.7,4.2,8.2,90,0.8,0,0,0,0,0
2016/12/21,6,1026,1029,0,5.5,4.2,8.2,91,0.9,0,0,0,0,0
2016/12/21,7,1026.6,1029.6,0,5.7,4.2,8.2,90,0.6,0,0,0.01,0,0
2016/12/21,8,1027.3,1030.3,0,7.5,3.7,8,77,1.6,0,0.7,0.27,0,0
2016/12/21,9,1028,1031,0,9.9,3.9,8.1,66,2.4,0,1,0.84,0,0
2016/12/21,10,1028.3,1031.3,0,11.8,4.1,8.2,59,2.4,0,1,1.35,0,0
2016/12/21,11,1027.7,1030.7,0,13.6,5,8.7,56,1.4,0,1,1.69,0,0
2016/12/21,12,1027.1,1030,0,15.4,5.3,8.9,51,1.5,0,1,1.83,0,0
2016/12/21,13,1026.2,1029.1,0,16.5,5.2,8.8,47,1,0,1,1.76,0,0
2016/12/21,14,1026.1,1029,0,16.6,4,8.1,43,2.5,0,1,1.47,0,0
2016/12/21,15,1026.5,1029.4,0,16,6.2,9.5,52,2.1,0,1,0.9,0,0
2016/12/21,16,1026.8,1029.7,0,14.4,7.5,10.3,63,2.4,0,0.1,0.26,0,0
2016/12/21,17,1026.9,1029.9,0,12.1,7.6,10.4,74,1.9,0,0,0.03,0,0
2016/12/21,18,1026.7,1029.7,0,11.4,6.9,10,74,0.6,0,0,0,0,0
2016/12/21,19,1027.5,1030.5,0,10.7,6.8,9.9,77,0.9,0,0,0,0,0
2016/12/21,20,1027.5,1030.5,0,10.3,7,10,80,1.4,0,0,0,0,0
2016/12/21,21,1027.5,1030.5,0,10,7.4,10.3,84,2.2,0,0,0,0,0
2016/12/21,22,1027.4,1030.4,0,9.8,7.2,10.2,84,1.7,0,0,0,0,0
2016/12/21,23,1026.5,1029.5,0,9.4,7.4,10.3,87,0.6,0,0,0,0,0
2016/12/21,24,1025.1,1028.1,0,9.8,7.9,10.7,88,0.8,0,0,0,0,0
2016/12/22,1,1024.3,1027.3,0,9.6,7.6,10.4,87,2.1,0,0,0,0,0
2016/12/22,2,1023.8,1026.8,0,10.4,7.3,10.2,81,0.9,0,0,0,0,0
2016/12/22,3,1023,1026,0,9.4,5.6,9.1,77,1,0,0,0,0,0
2016/12/22,4,1022.1,1025.1,0,9.1,4.7,8.6,74,1.6,0,0,0,0,0
2016/12/22,5,1021.6,1024.6,0,8.6,4.2,8.3,74,1.2,0,0,0,0,0
2016/12/22,6,1021.3,1024.3,0,7.8,4,8.1,77,2.4,0,0,0,0,0
2016/12/22,7,1020.5,1023.5,0,6.9,3.9,8.1,81,1.4,0,0,0.01,0,0
2016/12/22,8,1020.2,1023.2,0,8.6,5,8.7,78,1.4,0,0.6,0.24,0,0
2016/12/22,9,1019.3,1022.3,0,11.2,5.5,9,68,1.2,0,1,0.79,0,0
2016/12/22,10,1018.3,1021.2,0,14,7.1,10.1,63,1,0,0.6,0.96,0,0
2016/12/22,11,1016.2,1019.1,0,15.4,10.6,12.8,73,2.3,0,0,0.62,0,0
2016/12/22,12,1014.3,1017.2,0,13.6,11.1,13.2,85,1.9,0,0,0.13,0,0
2016/12/22,13,1012.6,1015.5,0,15.3,14.7,16.7,96,1.8,0,0,0.31,0,0
2016/12/22,14,1010.9,1013.7,0,18.9,14.2,16.2,74,3.5,0,0.3,1.07,0,0
2016/12/22,15,1009.9,1012.7,0,18.8,14.3,16.3,75,6.7,0,0,0.34,0,0
2016/12/22,16,1008.5,1011.3,0,19.1,14.6,16.6,75,5.5,0,0,0.05,0,0
2016/12/22,17,1007.9,1010.7,0,19.3,15.2,17.2,77,6.7,0,0,0.01,0,0
2016/12/22,18,1007.5,1010.3,0,19.5,15.6,17.7,78,7,0,0,0,0,0
2016/12/22,19,1006.2,1009,0,19.3,15.8,17.9,80,7.3,0,0,0,0,0
2016/12/22,20,1004.5,1007.3,0,19.5,16.4,18.6,82,7,0,0,0,0,0
2016/12/22,21,1002.3,1005.1,0,20.1,17.1,19.5,83,8.6,0,0,0,0,0
2016/12/22,22,1000.8,1003.6,0,19.7,17.3,19.7,86,8.3,0,0,0,0,0
2016/12/22,23,999.4,1002.2,2.5,18.7,17.4,19.8,92,9.9,0,0,0,0,0
2016/12/22,24,996.4,999.2,8,17.7,17.1,19.4,96,6.9,0,0,0,0,0
2016/12/23,1,994.1,996.9,7.5,18.9,18.3,21,96,7.3,0,0,0,0,0
2016/12/23,2,993.4,996.2,0,19,17.5,20,91,6,0,0,0,0,0
2016/12/23,3,994.7,997.5,0,14.5,13.6,15.5,94,3.8,0,0,0,0,0
2016/12/23,4,994,996.8,0,14.2,13.3,15.2,94,1,0,0,0,0,0
2016/12/23,5,993.5,996.4,0,13.1,13,14.9,99,1.7,0,0,0,0,0
2016/12/23,6,993.8,996.7,0,12.9,12.8,14.7,99,1.1,0,0,0,0,0
2016/12/23,7,994,996.9,0,12.5,12.5,14.5,100,0.8,0,0,0,0,0
2016/12/23,8,994.5,997.4,0,13.7,13.6,15.5,99,0.7,0,0.6,0.25,0,0
2016/12/23,9,996.1,998.9,0,16.6,14.1,16.1,85,1.6,0,1,0.91,0,0
2016/12/23,10,996.3,999.1,0,16.8,11.1,13.2,69,2.6,0,0.4,0.96,0,0
2016/12/23,11,996.1,998.9,0,17.7,8.3,10.9,54,3.4,0,0.4,1.12,0,0
2016/12/23,12,995.7,998.5,0,16.7,6.8,9.9,52,5.5,0,0.1,0.83,0,0
2016/12/23,13,995.4,998.2,0,17.5,5.1,8.8,44,4.7,0,0.8,1.67,0,0
2016/12/23,14,995.9,998.7,0,17.2,4.2,8.2,42,4.2,0,1,1.64,0,0
2016/12/23,15,997.1,999.9,0,15.3,3.1,7.6,44,2.1,0,0,0.23,0,0
2016/12/23,16,998.2,1001.1,0,14.4,0.3,6.2,38,3.8,0,0,0.1,0,0
2016/12/23,17,999.5,1002.4,0,13.6,0.3,6.2,40,4.7,0,0,0.01,0,0
2016/12/23,18,1001.3,1004.2,0,12.6,0.1,6.1,42,5.5,0,0,0,0,0
2016/12/23,19,1002.1,1005,0,11.1,0.2,6.2,47,3.1,0,0,0,0,0
2016/12/23,20,1003,1005.9,0,10.2,0.5,6.3,51,5.6,0,0,0,0,0
2016/12/23,21,1003.9,1006.8,0,9.6,0.8,6.5,54,4.8,0,0,0,0,0
2016/12/23,22,1005,1007.9,0,9,0.2,6.2,54,3.6,0,0,0,0,0
2016/12/23,23,1005.8,1008.7,0,8.8,0,6.1,54,4,0,0,0,0,0
2016/12/23,24,1006.1,1009,0,9.4,-1,5.7,48,3.4,0,0,0,0,0
2016/12/24,1,1007.2,1010.1,0,9.3,-2.3,5.2,44,4.2,0,0,0,0,0
2016/12/24,2,1008.1,1011,0,9.2,-2.4,5.1,44,5,0,0,0,0,0
2016/12/24,3,1009.1,1012.1,0,8.6,-2.1,5.3,47,2.9,0,0,0,0,0
2016/12/24,4,1009.9,1012.9,0,7.8,-1.4,5.5,52,2.3,0,0,0,0,0
2016/12/24,5,1010.9,1013.9,0,6.9,-1.5,5.5,55,2.9,0,0,0,0,0
2016/12/24,6,1012.3,1015.3,0,6.6,-1.5,5.5,56,2.9,0,0,0,0,0
2016/12/24,7,1013.7,1016.7,0,6.7,-1.2,5.6,57,5,0,0,0,0,0
2016/12/24,8,1015.3,1018.3,0,7.3,-0.4,5.9,58,3.9,0,0.6,0.28,0,0
2016/12/24,9,1016,1019,0,9.3,-0.9,5.7,49,4,0,1,0.91,0,0
2016/12/24,10,1016.6,1019.6,0,10.2,-0.6,5.8,47,5.7,0,1,1.43,0,0
2016/12/24,11,1016.3,1019.2,0,11.2,-0.9,5.7,43,3.3,0,1,1.79,0,0
2016/12/24,12,1016,1018.9,0,11.6,-0.9,5.7,42,5.3,0,1,1.91,0,0
2016/12/24,13,1016.4,1019.3,0,11.2,-2.2,5.2,39,4,0,1,1.77,0,0
